ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
5382,32,Nebrasa,Lewiston,Male,Less than high school,65,White,2013,Married
5383,24,New Yor,Freeport,Male,Doctoral degree,215,Native Hawaiian or Other Pacific Islander,2019,Divorced
5384,64,California,Los Angeles,Female,Doctoral degree,45,Blac or African American,2021,Separated
5385,27,Illinois,Roseville,Female,Bachelor’s degree,125,White,2015,Divorced
5386,70,North Carolina,Charlotte,Female,Less than high school,55,Native Hawaiian or Other Pacific Islander,2019,Married
5387,21,Pennsylvania,Philipsburg,Male,Doctoral degree,45,Native Hawaiian or Other Pacific Islander,2011,Married
5388,52,Texas,Houston,Female,"Some college, no degree",125,Asian,2015,Married
5389,40,Utah,Orem,Male,High school diploma or equivalent,245,White,2010,Divorced
5390,54,Virginia,Emory,Male,Less than high school,65,Blac or African American,2014,Married
5391,28,Georgia,Chatsworth,Male,Less than high school,125,Blac or African American,2013,Separated
5392,39,Tennessee,Cottage Grove,Female,Doctoral degree,145,Native Hawaiian or Other Pacific Islander,2014,Divorced
5393,62,New Yor,Prattsburgh,Male,"Some college, no degree",185,Native Hawaiian or Other Pacific Islander,2013,Divorced
5394,20,Georgia,Peachtree City,Male,"Some college, no degree",145,Native Hawaiian or Other Pacific Islander,2022,Widowed
5395,39,Pennsylvania,New Oxford,Female,Master’s degree,125,White,2015,Married
5396,77,North Carolina,Bellarthur,Male,High school diploma or equivalent,55,White,2016,Divorced
5397,42,California,Wheatland,Female,High school diploma or equivalent,165,White,2010,Married
5398,37,Utah,Tropic,Male,High school diploma or equivalent,95,Blac or African American,2021,Married
5399,19,Nebrasa,Schuyler,Female,Doctoral degree,45,White,2015,Divorced
5400,73,New Jersey,Hibernia,Male,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2011,Married
5401,47,South Daota,Ethan,Male,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2016,Divorced
5402,36,Indiana,Monterey,Female,Master’s degree,35,Blac or African American,2013,Divorced
5403,59,Mississippi,Chuny,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2021,Married
5404,77,Olahoma,Tulsa,Female,Master’s degree,75,Asian,2019,Divorced
5405,23,California,Looout,Female,High school diploma or equivalent,65,Asian,2011,Single
5406,36,North Daota,Selfridge,Male,Less than high school,185,White,2013,Divorced
5407,18,Colorado,Henderson,Male,Less than high school,125,Asian,2013,Divorced
5408,52,Missouri,Saint Joseph,Female,Doctoral degree,55,Blac or African American,2021,Married
5409,58,Minnesota,Maple Plain,Male,Doctoral degree,75,White,2010,Married
5410,25,Texas,Newton,Male,Less than high school,95,Native Hawaiian or Other Pacific Islander,2013,Married
5411,46,Aransas,Rogers,Male,Less than high school,105,Asian,2021,Separated
5412,67,Indiana,Gary,Female,Less than high school,65,Asian,2021,Divorced
5413,73,Minnesota,Saint Vincent,Male,Doctoral degree,45,White,2014,Married
5414,23,New Yor,Lancaster,Female,Bachelor’s degree,245,White,2015,Single
5415,41,California,San Diego,Male,Less than high school,245,Native Hawaiian or Other Pacific Islander,2020,Single
5416,64,ansas,Topea,Female,Less than high school,95,Asian,2011,Married
5417,72,Oregon,Phoenix,Male,Bachelor’s degree,35,Native Hawaiian or Other Pacific Islander,2020,Married
5418,71,Illinois,South Pein,Male,Doctoral degree,85,White,2011,Single
5419,51,California,San Carlos,Male,Bachelor’s degree,75,Blac or African American,2015,Married
5420,42,Minnesota,Wayzata,Male,"Some college, no degree",185,Asian,2016,Divorced
5421,67,Michigan,Grass Lae,Male,"Some college, no degree",55,Blac or African American,2020,Divorced
5422,21,Olahoma,Redbird,Male,Master’s degree,75,Blac or African American,2022,Separated
5423,51,Maryland,Baltimore,Male,Doctoral degree,95,Asian,2012,Single
5424,61,Texas,Mission,Female,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2019,Divorced
5425,41,Missouri,Taneyville,Male,High school diploma or equivalent,95,White,2022,Single
5426,69,California,Los Angeles,Female,Associate degree,75,Native Hawaiian or Other Pacific Islander,2022,Married
5427,31,entucy,Lexington,Male,Doctoral degree,125,Blac or African American,2014,Married
5428,28,Arizona,Douglas,Female,High school diploma or equivalent,95,White,2015,Married
5429,50,New Yor,Huntington Station,Female,Master’s degree,185,Blac or African American,2010,Single
5430,58,Florida,Orlando,Female,Less than high school,185,Blac or African American,2014,Married
5431,69,Massachusetts,Weymouth,Male,High school diploma or equivalent,35,White,2020,Divorced
5432,71,Texas,San Saba,Female,"Some college, no degree",125,Blac or African American,2010,Married
5433,19,Aransas,Jacsonville,Female,"Some college, no degree",45,White,2020,Married
5434,19,Pennsylvania,Easton,Male,Doctoral degree,65,Blac or African American,2014,Married
5435,38,Alasa,Anchorage,Male,Bachelor’s degree,95,White,2019,Divorced
5436,41,Olahoma,Gage,Male,"Some college, no degree",35,Native Hawaiian or Other Pacific Islander,2017,Married
5437,72,California,San Jose,Male,Bachelor’s degree,65,Native Hawaiian or Other Pacific Islander,2016,Married
5438,70,New Mexico,Counselor,Female,Doctoral degree,85,Blac or African American,2015,Single
5439,65,Michigan,Flint,Male,High school diploma or equivalent,65,Asian,2021,Divorced
5440,20,West Virginia,istler,Female,"Some college, no degree",185,Native Hawaiian or Other Pacific Islander,2022,Single
5441,77,Pennsylvania,Lansdowne,Male,"Some college, no degree",125,White,2019,Married
5442,30,Alabama,Troy,Female,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2019,Married
5443,76,California,Los Osos,Male,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2013,Married
5444,59,New Yor,Hempstead,Male,Doctoral degree,55,White,2010,Divorced
5445,34,Illinois,Sadorus,Male,Less than high school,65,White,2014,Divorced
5446,33,Michigan,Bridgeport,Male,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2012,Divorced
5447,28,South Carolina,Marietta,Male,Doctoral degree,95,White,2019,Divorced
5448,28,West Virginia,Elhorn,Male,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2022,Single
5449,37,Illinois,Washburn,Male,Associate degree,105,Blac or African American,2010,Married
5450,76,Pennsylvania,Glen Richey,Male,Doctoral degree,215,White,2011,Married
5451,48,Aransas,Little Roc,Male,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2021,Married
5452,20,Maryland,Frederic,Male,Doctoral degree,145,White,2010,Separated
5453,64,California,Glendale,Female,Bachelor’s degree,215,Native Hawaiian or Other Pacific Islander,2017,Separated
5454,66,North Carolina,Lansing,Male,Doctoral degree,165,White,2010,Single
5455,25,New Yor,Pleasant Valley,Male,"Some college, no degree",285,Blac or African American,2010,Married
5456,29,Florida,Interlachen,Male,Master’s degree,95,White,2019,Married
5457,77,California,Monterey,Male,Doctoral degree,185,White,2018,Separated
5458,67,Maryland,Royal Oa,Female,Bachelor’s degree,35,White,2011,Married
5459,68,Alabama,Billingsley,Male,High school diploma or equivalent,125,Native Hawaiian or Other Pacific Islander,2010,Married
5460,40,Indiana,Leopold,Male,"Some college, no degree",145,White,2010,Divorced
5461,27,California,Northridge,Female,Bachelor’s degree,125,Native Hawaiian or Other Pacific Islander,2016,Married
5462,44,Ohio,Alexandria,Female,Bachelor’s degree,85,Blac or African American,2014,Married
5463,44,Mississippi,Canton,Male,Master’s degree,55,Blac or African American,2020,Married
5464,49,Pennsylvania,Allentown,Male,Associate degree,65,White,2017,Married
5465,38,New Mexico,Yatahey,Female,"Some college, no degree",45,Native Hawaiian or Other Pacific Islander,2019,Divorced
5466,34,Texas,Fort Worth,Male,Less than high school,165,White,2011,Divorced
5467,59,entucy,Whitley City,Male,Associate degree,145,Blac or African American,2020,Married
5468,36,Massachusetts,West Tisbury,Male,High school diploma or equivalent,85,American Indian or Alasa Native,2020,Married
5469,66,South Carolina,Rembert,Male,Less than high school,35,White,2012,Divorced
5470,64,entucy,Verona,Female,Associate degree,85,Native Hawaiian or Other Pacific Islander,2012,Divorced
5471,51,Maryland,Oldtown,Male,Less than high school,125,Asian,2018,Single
5472,72,California,Los Angeles,Female,Bachelor’s degree,35,Asian,2013,Single
5473,24,Wisconsin,Darlington,Male,"Some college, no degree",95,White,2012,Single
5474,77,New Yor,Java Village,Female,Doctoral degree,215,White,2020,Divorced
5475,55,New Yor,Rochester,Female,Bachelor’s degree,85,White,2018,Divorced
5476,31,California,San Rafael,Female,High school diploma or equivalent,185,Native Hawaiian or Other Pacific Islander,2021,Married
5477,24,West Virginia,Amma,Female,Bachelor’s degree,125,Native Hawaiian or Other Pacific Islander,2014,Single
5478,59,Alabama,Wilsonville,Male,Bachelor’s degree,75,White,2013,Separated
5479,48,Massachusetts,Swansea,Male,Bachelor’s degree,165,White,2018,Married
5480,48,South Carolina,Long Cree,Female,Associate degree,85,White,2015,Single
5481,43,Ohio,Camden,Female,Master’s degree,285,White,2013,Single
5482,53,Iowa,Argyle,Female,Associate degree,85,American Indian or Alasa Native,2016,Separated
5483,76,Pennsylvania,Newburg,Female,"Some college, no degree",45,White,2011,Married
5484,69,Wisconsin,Campbellsport,Male,"Some college, no degree",35,Blac or African American,2011,Married
5485,47,Louisiana,Shreveport,Male,Master’s degree,125,Native Hawaiian or Other Pacific Islander,2012,Divorced
5486,52,Michigan,Munger,Male,Less than high school,95,Native Hawaiian or Other Pacific Islander,2011,Married
5487,73,South Daota,Lesterville,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2019,Married
5488,31,Florida,Orlando,Female,Master’s degree,105,Asian,2012,Single
5489,42,New Yor,Utica,Female,"Some college, no degree",85,White,2017,Single
5490,50,Missouri,Macs Cree,Female,Bachelor’s degree,165,White,2012,Divorced
5491,37,Florida,San Mateo,Female,Associate degree,45,American Indian or Alasa Native,2015,Separated
5492,39,Aransas,Wright,Female,Doctoral degree,35,Blac or African American,2020,Separated
5493,49,California,Gilroy,Female,High school diploma or equivalent,75,Native Hawaiian or Other Pacific Islander,2012,Divorced
5494,35,Washington,Menlo,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2019,Married
5495,65,California,ingsburg,Male,High school diploma or equivalent,285,White,2011,Married
5496,63,West Virginia,Upperglade,Female,"Some college, no degree",95,Native Hawaiian or Other Pacific Islander,2021,Single
5497,22,West Virginia,Myra,Female,Less than high school,145,White,2011,Married
5498,69,Alabama,Alma,Male,Less than high school,145,White,2019,Married
5499,19,Mississippi,Stennis Space Center,Female,"Some college, no degree",215,Blac or African American,2016,Married
5500,67,Michigan,Idlewild,Male,High school diploma or equivalent,125,White,2022,Married
5501,71,Tennessee,Readyville,Female,Less than high school,95,Blac or African American,2017,Separated
5502,32,Aransas,McGehee,Female,High school diploma or equivalent,125,Native Hawaiian or Other Pacific Islander,2012,Married
5503,34,Georgia,Arabi,Female,High school diploma or equivalent,125,Native Hawaiian or Other Pacific Islander,2021,Single
5504,21,Illinois,Havana,Male,Bachelor’s degree,105,Asian,2013,Separated
5505,57,Ohio,Dayton,Female,High school diploma or equivalent,105,White,2011,Married
5506,25,entucy,Hazard,Female,Master’s degree,245,White,2010,Divorced
5507,73,North Daota,Farmington,Female,Master’s degree,95,Native Hawaiian or Other Pacific Islander,2013,Married
5508,77,Michigan,Walled Lae,Male,Less than high school,65,Native Hawaiian or Other Pacific Islander,2020,Separated
5509,23,Georgia,Atlanta,Male,Master’s degree,95,Blac or African American,2013,Divorced
5510,21,California,Torrance,Female,Master’s degree,105,Native Hawaiian or Other Pacific Islander,2014,Single
5511,58,Massachusetts,Scituate,Female,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2015,Married
5512,52,Pennsylvania,Wiles Barre,Male,Master’s degree,65,White,2012,Divorced
5513,62,Virginia,The Plains,Male,Less than high school,35,Native Hawaiian or Other Pacific Islander,2011,Married
5514,49,Maine,Cushing,Male,Less than high school,185,Native Hawaiian or Other Pacific Islander,2014,Divorced
5515,28,entucy,Lic Cree,Female,Associate degree,215,White,2018,Divorced
5516,67,Tennessee,Woodlawn,Male,Less than high school,125,White,2017,Divorced
5517,42,California,Palm Desert,Female,"Some college, no degree",85,White,2022,Single
5518,65,Connecticut,Sandy Hoo,Male,Bachelor’s degree,55,Asian,2018,Divorced
5519,69,California,Crescent City,Female,"Some college, no degree",55,White,2014,Married
5520,40,Mississippi,Morgan City,Female,Doctoral degree,245,Blac or African American,2017,Married
5521,36,Virginia,Chesapeae,Male,High school diploma or equivalent,85,Native Hawaiian or Other Pacific Islander,2022,Married
5522,68,California,San Jose,Female,Less than high school,145,Blac or African American,2019,Separated
5523,76,Virginia,Moon,Male,"Some college, no degree",85,Native Hawaiian or Other Pacific Islander,2012,Single
5524,73,Missouri,Centerville,Female,High school diploma or equivalent,215,White,2016,Married
5525,69,North Carolina,Winnabow,Male,Less than high school,95,White,2019,Divorced
5526,41,Florida,Fort Lauderdale,Male,Associate degree,35,Blac or African American,2013,Divorced
5527,23,Aransas,Strong,Male,Master’s degree,95,White,2015,Divorced
5528,66,California,Indio,Female,High school diploma or equivalent,105,Native Hawaiian or Other Pacific Islander,2019,Divorced
5529,20,Iowa,Garden Grove,Male,Doctoral degree,85,Blac or African American,2018,Divorced
5530,77,Ohio,Rocbridge,Male,Bachelor’s degree,35,White,2020,Married
5531,60,Vermont,Dorset,Female,"Some college, no degree",75,White,2021,Married
5532,60,Pennsylvania,Hazel Hurst,Male,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2020,Separated
5533,55,North Carolina,Thomasville,Female,Master’s degree,215,Blac or African American,2014,Separated
5534,55,Pennsylvania,Philadelphia,Male,Associate degree,215,White,2010,Divorced
5535,77,California,San Mateo,Female,Doctoral degree,35,Blac or African American,2014,Divorced
5536,53,Texas,El Paso,Male,Associate degree,145,White,2021,Married
5537,76,Minnesota,Barnesville,Female,Doctoral degree,75,White,2015,Married
5538,32,Missouri,Blue Springs,Male,High school diploma or equivalent,85,Native Hawaiian or Other Pacific Islander,2021,Single
5539,32,Texas,Fort Stocton,Female,Associate degree,105,Native Hawaiian or Other Pacific Islander,2020,Separated
5540,46,New Yor,Sylvan Beach,Female,Master’s degree,45,Blac or African American,2019,Divorced
5541,76,Texas,Peaster,Male,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2021,Separated
5542,26,North Carolina,Roxboro,Male,Less than high school,145,Native Hawaiian or Other Pacific Islander,2021,Divorced
5543,35,Maine,Sunset,Male,Less than high school,145,White,2015,Married
5544,18,Idaho,Montpelier,Female,Bachelor’s degree,165,Native Hawaiian or Other Pacific Islander,2011,Married
5545,49,Wyoming,Riverton,Female,Bachelor’s degree,245,White,2021,Divorced
5546,27,Idaho,Idaho Falls,Female,"Some college, no degree",85,White,2012,Married
5547,77,Louisiana,Greensburg,Male,Bachelor’s degree,45,White,2012,Separated
5548,45,Utah,Salt Lae City,Female,High school diploma or equivalent,185,White,2012,Divorced
5549,23,Maine,Limeric,Female,"Some college, no degree",165,Native Hawaiian or Other Pacific Islander,2017,Single
5550,58,Virginia,Schuyler,Male,Associate degree,105,Native Hawaiian or Other Pacific Islander,2013,Married
5551,62,entucy,Hazel,Male,"Some college, no degree",35,White,2021,Separated
5552,18,Olahoma,Dill City,Male,Master’s degree,125,Native Hawaiian or Other Pacific Islander,2019,Married
5553,36,California,Baersfield,Female,Bachelor’s degree,215,White,2010,Single
5554,53,Utah,East Carbon,Male,Associate degree,185,Native Hawaiian or Other Pacific Islander,2021,Married
5555,45,Iowa,Dana,Male,Bachelor’s degree,95,White,2016,Separated
5556,55,Ohio,Aron,Female,Bachelor’s degree,245,White,2017,Married
5557,46,Olahoma,Mccurtain,Male,Less than high school,165,White,2013,Separated
5558,19,Mississippi,Enterprise,Female,Associate degree,215,Blac or African American,2014,Single
5559,75,Texas,Midland,Female,"Some college, no degree",35,Asian,2010,Married
5560,67,Alabama,Mobile,Male,Bachelor’s degree,145,Asian,2017,Single
5561,46,Minnesota,Lastrup,Male,High school diploma or equivalent,95,White,2018,Married
5562,22,Michigan,Redford,Male,Bachelor’s degree,55,White,2016,Married
5563,50,New Yor,Syracuse,Male,"Some college, no degree",125,Native Hawaiian or Other Pacific Islander,2021,Single
5564,33,Maryland,Tilghman,Male,Associate degree,245,Asian,2017,Married
5565,46,New Yor,Westons Mills,Female,Bachelor’s degree,95,Native Hawaiian or Other Pacific Islander,2017,Married
5566,44,California,Miramonte,Female,High school diploma or equivalent,185,Native Hawaiian or Other Pacific Islander,2021,Single
5567,60,Illinois,Crystal Lae,Female,Master’s degree,35,Native Hawaiian or Other Pacific Islander,2016,Divorced
5568,42,New Mexico,Lemitar,Female,"Some college, no degree",85,Native Hawaiian or Other Pacific Islander,2010,Divorced
5569,45,New Jersey,Oradell,Male,Doctoral degree,285,Blac or African American,2013,Married
5570,61,Connecticut,Winchester Center,Male,"Some college, no degree",65,Native Hawaiian or Other Pacific Islander,2021,Single
5571,31,Olahoma,Colony,Male,High school diploma or equivalent,35,Native Hawaiian or Other Pacific Islander,2012,Divorced
5572,52,Illinois,Des Plaines,Female,Less than high school,55,Native Hawaiian or Other Pacific Islander,2017,Single
5573,31,Michigan,Ann Arbor,Female,High school diploma or equivalent,215,White,2021,Single
5574,21,Louisiana,Shreveport,Male,"Some college, no degree",55,Asian,2014,Married
5575,48,Louisiana,Baton Rouge,Male,Bachelor’s degree,45,Native Hawaiian or Other Pacific Islander,2014,Divorced
5576,24,Michigan,Goetzville,Male,Associate degree,215,White,2017,Married
5577,51,Pennsylvania,Mapleton Depot,Male,Less than high school,145,White,2010,Widowed
5578,47,Iowa,Sioux City,Female,Master’s degree,215,White,2022,Divorced
5579,65,ansas,Dover,Female,Doctoral degree,215,Asian,2017,Married
5580,36,Washington,Seattle,Female,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2013,Married
5581,64,New Yor,Oyster Bay,Female,Associate degree,245,White,2011,Married
5582,36,Illinois,Villa Par,Male,Associate degree,165,Blac or African American,2022,Single
5583,56,Massachusetts,West Bridgewater,Female,Doctoral degree,145,Native Hawaiian or Other Pacific Islander,2010,Single
5584,64,Maine,Corinth,Male,Doctoral degree,145,White,2018,Widowed
5585,66,Georgia,Athens,Male,Doctoral degree,185,Native Hawaiian or Other Pacific Islander,2010,Single
5586,28,North Carolina,Southern Pines,Female,"Some college, no degree",285,Blac or African American,2017,Married
5587,33,Florida,Lae City,Male,Master’s degree,65,Asian,2019,Separated
5588,55,Louisiana,Fairbans,Female,Master’s degree,285,White,2016,Divorced
5589,31,Missouri,Worthington,Female,High school diploma or equivalent,165,Blac or African American,2015,Married
5590,40,South Carolina,Pomaria,Female,Doctoral degree,245,White,2018,Married
5591,77,South Daota,Erwin,Female,Less than high school,145,Native Hawaiian or Other Pacific Islander,2012,Single
5592,24,Wisconsin,Dousman,Female,Master’s degree,215,White,2021,Divorced
5593,18,New Yor,Rochester,Male,Doctoral degree,85,Native Hawaiian or Other Pacific Islander,2010,Separated
5594,61,New Yor,Shirley,Female,Doctoral degree,215,Blac or African American,2014,Divorced
5595,22,Mississippi,Oolona,Female,"Some college, no degree",65,White,2010,Married
5596,21,Texas,Austin,Male,Bachelor’s degree,105,Blac or African American,2020,Separated
5597,66,Iowa,Alta Vista,Male,Less than high school,285,Native Hawaiian or Other Pacific Islander,2014,Married
5598,44,New Jersey,Newar,Male,Master’s degree,125,White,2015,Married
5599,60,Illinois,Chadwic,Male,Less than high school,45,American Indian or Alasa Native,2018,Married
5600,42,Florida,Crestview,Male,"Some college, no degree",185,Native Hawaiian or Other Pacific Islander,2013,Divorced
5601,43,Virginia,Callands,Male,Master’s degree,285,Native Hawaiian or Other Pacific Islander,2017,Separated
5602,52,Virginia,Arlington,Female,"Some college, no degree",85,Native Hawaiian or Other Pacific Islander,2015,Married
5603,66,Louisiana,Braithwaite,Female,Associate degree,105,White,2014,Married
5604,60,Maine,Merepoint,Female,Associate degree,75,White,2012,Divorced
5605,22,entucy,Lucas,Female,Doctoral degree,45,Asian,2020,Married
5606,25,Pennsylvania,Rillton,Female,Master’s degree,185,White,2019,Married
5607,74,California,Los Angeles,Male,High school diploma or equivalent,285,Native Hawaiian or Other Pacific Islander,2017,Single
5608,50,Iowa,Draesville,Male,Associate degree,35,Asian,2017,Married
5609,33,Colorado,Woodrow,Male,High school diploma or equivalent,215,White,2012,Divorced
5610,47,Massachusetts,Wayland,Female,Bachelor’s degree,105,Native Hawaiian or Other Pacific Islander,2021,Divorced
5611,64,entucy,Partridge,Male,High school diploma or equivalent,75,Asian,2021,Married
5612,73,Virginia,Culpeper,Female,"Some college, no degree",45,Native Hawaiian or Other Pacific Islander,2013,Married
5613,34,entucy,Dover,Female,Doctoral degree,285,White,2016,Divorced
5614,55,Pennsylvania,Philadelphia,Female,Associate degree,215,Asian,2013,Married
5615,49,Florida,Boca Raton,Female,High school diploma or equivalent,245,White,2018,Single
5616,28,Tennessee,Madison,Female,Bachelor’s degree,165,Native Hawaiian or Other Pacific Islander,2010,Single
5617,69,California,Santa Rosa,Male,High school diploma or equivalent,65,Blac or African American,2020,Separated
5618,20,Maryland,Towson,Female,"Some college, no degree",65,Blac or African American,2019,Single
5619,30,New Mexico,Guadalupita,Female,Doctoral degree,185,Native Hawaiian or Other Pacific Islander,2016,Single
5620,68,Virginia,Springfield,Female,High school diploma or equivalent,285,American Indian or Alasa Native,2019,Divorced
5621,23,Texas,Austin,Female,High school diploma or equivalent,125,Native Hawaiian or Other Pacific Islander,2018,Single
5622,73,New Yor,La Grange,Female,Less than high school,125,Native Hawaiian or Other Pacific Islander,2015,Married
5623,50,Indiana,Chalmers,Male,Doctoral degree,165,Blac or African American,2014,Divorced
5624,41,Alabama,Fosters,Female,Doctoral degree,35,Asian,2015,Married
5625,68,Virginia,Delaplane,Female,Master’s degree,35,Asian,2010,Married
5626,68,New Mexico,Continental Divide,Male,Associate degree,85,Native Hawaiian or Other Pacific Islander,2017,Divorced
5627,70,Pennsylvania,Glen Lyon,Female,Doctoral degree,185,Asian,2010,Divorced
5628,18,New Mexico,Loving,Male,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2016,Divorced
5629,60,Olahoma,Cashion,Female,Bachelor’s degree,245,Blac or African American,2010,Single
5630,25,Missouri,Saint Louis,Female,Associate degree,55,White,2018,Married
5631,55,New Yor,Port Henry,Female,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2013,Single
5632,31,New Yor,Albany,Female,High school diploma or equivalent,45,Asian,2021,Divorced
5633,53,Florida,Midway,Male,Doctoral degree,285,White,2012,Single
5634,75,Connecticut,New Canaan,Female,High school diploma or equivalent,65,Blac or African American,2017,Single
5635,46,Michigan,Greenwood,Male,Associate degree,85,Asian,2012,Divorced
5636,28,Illinois,Montrose,Female,High school diploma or equivalent,285,White,2012,Married
5637,34,Arizona,Many Farms,Female,High school diploma or equivalent,285,White,2012,Married
5638,65,Connecticut,Clinton,Female,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2013,Married
5639,74,California,San Francisco,Male,Associate degree,245,Native Hawaiian or Other Pacific Islander,2014,Divorced
5640,66,ansas,El Dorado,Male,Master’s degree,185,Blac or African American,2017,Single
5641,70,New Yor,New Yor,Female,Associate degree,85,White,2022,Single
5642,41,Pennsylvania,Lancaster,Male,Bachelor’s degree,165,American Indian or Alasa Native,2010,Married
5643,63,New Yor,Salisbury Mills,Female,Master’s degree,85,Asian,2018,Married
5644,33,Missouri,Annada,Female,"Some college, no degree",95,Native Hawaiian or Other Pacific Islander,2014,Separated
5645,57,Aransas,Russellville,Male,Master’s degree,95,Blac or African American,2021,Divorced
5646,35,Ohio,Gallipolis,Male,Master’s degree,285,Blac or African American,2012,Married
5647,28,California,Laeport,Female,Master’s degree,285,Blac or African American,2015,Divorced
5648,73,Virginia,Front Royal,Female,Doctoral degree,215,Asian,2011,Married
5649,73,Georgia,Plainville,Male,Doctoral degree,65,Asian,2017,Married
5650,46,New Yor,Old Forge,Female,"Some college, no degree",165,Blac or African American,2018,Married
5651,23,Louisiana,Fenton,Female,Master’s degree,185,White,2013,Single
5652,18,North Carolina,Winston Salem,Male,Master’s degree,65,Blac or African American,2020,Single
5653,69,Ohio,Toledo,Male,Associate degree,75,White,2017,Divorced
5654,23,Michigan,Westland,Female,Less than high school,165,Native Hawaiian or Other Pacific Islander,2021,Single
5655,61,Michigan,Lincoln Par,Female,Associate degree,55,Native Hawaiian or Other Pacific Islander,2012,Separated
5656,62,Maryland,Linwood,Female,High school diploma or equivalent,95,Asian,2015,Divorced
5657,70,Virginia,Falls Church,Male,Less than high school,105,White,2011,Married
5658,75,West Virginia,Gilmer,Male,Master’s degree,55,Native Hawaiian or Other Pacific Islander,2015,Divorced
5659,59,Virginia,Criders,Female,Doctoral degree,35,Blac or African American,2017,Divorced
5660,34,New Yor,Westfield,Male,Master’s degree,105,Blac or African American,2017,Widowed
5661,51,New Yor,Van Buren Point,Female,"Some college, no degree",75,White,2010,Divorced
5662,40,Louisiana,Welsh,Female,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2020,Single
5663,22,Indiana,Montezuma,Male,High school diploma or equivalent,125,American Indian or Alasa Native,2010,Single
5664,26,New Yor,Hermon,Male,Less than high school,85,White,2017,Married
5665,42,Alabama,Louisville,Male,Master’s degree,245,Native Hawaiian or Other Pacific Islander,2014,Divorced
5666,75,New Yor,Middle Village,Female,Bachelor’s degree,95,White,2020,Widowed
5667,68,California,Camino,Female,"Some college, no degree",215,Blac or African American,2014,Single
5668,27,Texas,Rocsprings,Female,Bachelor’s degree,245,Native Hawaiian or Other Pacific Islander,2010,Widowed
5669,53,Ohio,Marion,Male,Master’s degree,285,White,2021,Married
5670,58,Georgia,Cairo,Female,High school diploma or equivalent,105,Native Hawaiian or Other Pacific Islander,2021,Divorced
5671,39,Louisiana,Bossier City,Female,Master’s degree,245,Blac or African American,2013,Married
5672,49,Aransas,White Hall,Male,Less than high school,245,Native Hawaiian or Other Pacific Islander,2015,Married
5673,65,Texas,Gatesville,Male,"Some college, no degree",165,White,2012,Single
5674,52,Tennessee,Newbern,Female,Master’s degree,145,White,2020,Widowed
5675,36,Aransas,Waldenburg,Male,Master’s degree,45,White,2016,Divorced
5676,26,Tennessee,Oafield,Male,High school diploma or equivalent,65,White,2015,Married
5677,51,North Carolina,Hamlet,Male,Master’s degree,85,Asian,2017,Married
5678,24,California,Long Beach,Female,Doctoral degree,45,Native Hawaiian or Other Pacific Islander,2015,Widowed
5679,68,Oregon,Corvallis,Male,High school diploma or equivalent,125,American Indian or Alasa Native,2022,Married
5680,32,Pennsylvania,Springs,Male,Doctoral degree,165,White,2015,Divorced
5681,47,Aransas,Conway,Female,Master’s degree,105,White,2011,Single
5682,75,Missouri,Shelbyville,Male,Less than high school,285,Native Hawaiian or Other Pacific Islander,2010,Separated
5683,44,Michigan,Mullett Lae,Female,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2015,Married
5684,56,Alabama,Huntsville,Female,Master’s degree,45,Blac or African American,2016,Divorced
5685,20,Aransas,Lonsdale,Male,Doctoral degree,55,White,2021,Married
5686,34,Vermont,South Burlington,Male,Less than high school,85,Asian,2020,Divorced
5687,36,Maryland,eedysville,Female,Master’s degree,285,Native Hawaiian or Other Pacific Islander,2022,Married
5688,35,Florida,Cedar ey,Male,Bachelor’s degree,85,Asian,2012,Single
5689,23,Iowa,Haverhill,Male,Doctoral degree,215,White,2012,Married
5690,38,Tennessee,Dicson,Female,Doctoral degree,65,American Indian or Alasa Native,2015,Married
5691,50,Pennsylvania,Erie,Female,Associate degree,35,White,2016,Single
5692,33,Indiana,Gary,Female,Associate degree,245,Native Hawaiian or Other Pacific Islander,2014,Widowed
5693,53,Illinois,Danvers,Female,Associate degree,285,White,2014,Married
5694,21,Aransas,Washington,Male,Associate degree,215,Native Hawaiian or Other Pacific Islander,2012,Separated
